CATNUM	NAME	RA_OBJ	DEC_OBJ	GLON_OBJ	GLAT_OBJ	ALWAYS_CLEAN
6N	30S	9N	9N	9N	9N	1N
531  RX J0209.6-7427   32.40100  -74.45200  296.04424  -41.61438  F
533  RBS 0315   36.26950   18.78020  151.78617  -38.78854  F
534  AM 0224-283   36.60813  -28.35028  221.80144  -68.97888  F
535  IC 1816   37.96250  -36.67210  243.42065  -66.74188  F
536  QSO B0229+200   38.20260   20.28820  152.94114  -36.60726  F
537  NGC 0973   38.58380   32.50560  146.86600  -25.53981  F
538  2MASX J02384897-4038377   39.70404  -40.64389  251.27261  -64.09669  F
539  NGC 1052   40.27000   -8.25580  182.01952  -57.92549  F
540  MRK 0595   40.39539    7.18724  164.75939  -46.54555  F
541  2MASX J02421465+0530361   40.56100    5.51000  166.44908  -47.77868  F
542  NGC 1068   40.66960   -0.01330  172.10368  -51.93381  F
543  SWIFT J0245.2-0349   41.30000   -3.81700  177.28303  -54.21296  F
544  SWIFT J0245.2+1047   41.30600   10.79000  162.78997  -43.10464  F
545  2MASX J02485937+2630391   42.24720   26.51090  153.18773  -29.36599  F
546  2MFGC 02280   42.67750   54.70490  139.67572   -4.24248  F
547  NGC 1125   42.91800  -16.65100  198.54529  -60.30276  F
548  MCG -02-08-014   43.09750   -8.51040  185.55612  -55.88477  F
550  XY Ari   44.03750   19.44140  159.25138  -34.48945  F
551  ESO 417- G 006   44.08980  -32.18560  231.10883  -62.49341  F
552  NGC 1194   45.95460   -1.10370  179.18082  -48.95952  F
553  2MASX J03104435+3239296   47.68500   32.65800  154.08374  -21.65558  F
554  NGC 1241   47.81100   -8.92200  190.71191  -52.31273  F
555  RX J0311.3-2046   47.82840  -20.77170  209.32877  -57.52440  F
556  B2 0321+33 NED02   51.17150   34.17940  155.72678  -18.75654  F
557  LCRS B032315.2-420449   51.25950  -41.90483  248.32566  -55.45194  F
558  SWIFT J0325.3-5916   51.32500  -59.26700  274.31101  -48.42252  F
559  UGC 02724   51.35650   40.77310  151.90194  -13.27967  F
560  PKS 0326-288   52.15220  -28.69890  224.90841  -55.39973  F
561  SWIFT J0329.3-1324   52.33470  -13.39660  200.51241  -50.70861  F
562  CTCV J0333-4451   53.25000  -44.90000  252.71630  -53.32324  F
563  SWIFT J0336.8-2515   54.20030  -25.24310  219.60365  -53.02021  F
564  LCRS B034324.7-394349   56.30221  -39.57481  243.40013  -52.05272  F
565  KUG 0345-023   56.96200   -2.15508  190.03399  -40.97970  F
566  PKS 0352-686   58.23960  -68.52140  282.79882  -40.78410  F
567  2MASX J03534246+3714077   58.42700   37.23500  158.58081  -12.71728  F
568  2MASX J03540948+0249307   58.53946    2.82519  186.06172  -36.76777  F
569  2MASX J03561995-6251391   59.08300  -62.86100  275.99249  -43.36545  F
570  ESO 549- G 049   60.60700  -18.04800  211.64689  -45.25548  F
571  IRAS 04124-0803   63.71950   -7.92780  201.00061  -38.26491  F
573  ESO 157- G 023   65.60075  -56.22597  265.89239  -42.73172  F
574  2MASX J04234080+0408017   65.91990    4.13380  189.98742  -30.03950  F
575  ABELL 3266   67.79970  -61.40630  272.08991  -40.16908  F
576  MRK 0618   69.09300  -10.37600  206.72015  -34.65965  F
577  MCG -02-12-050   69.55910  -10.79590  207.42099  -34.42945  F
578  UGC 03142   70.94500   28.97180  172.08879  -10.99639  F
579  RBS 594   72.93350  -58.18350  267.25217  -38.42897  F
580  ESO 033- G 002   73.99570  -75.54120  287.76818  -33.28551  F
581  1RXS J045707.4+452751   74.28130   45.46420  160.96532    1.51516  F
582  IGR J05009-7044   75.19200  -70.74300  282.16689  -34.52497  F
583  2MASX J05020903+0331499   75.53771    3.53056  196.37073  -22.31126  F
585  V1062 Tau   75.61500   24.75600  178.07835  -10.31373  F
586  LEDA 097068   75.74260   22.99770  179.59130  -11.26055  F
587  CGCG 468-002 NED01   77.08200   17.36300  185.04253  -13.49278  F
588  MCG -02-14-009   79.08824  -10.56151  211.81373  -25.86434  F
589  IRAS 05218-1212   81.02710  -12.16660  214.30822  -24.81228  F
590  SWIFT J0525.3-4600   81.32700  -46.00500  251.97440  -33.70557  F
591  USNO-A2.0 1125-02389994   81.34480   24.22600  181.54011   -6.34660  F
592  SWIFT J0525.8+4256   81.45000   42.93330  166.04465    4.17120  F
593  TW Pic   83.71100  -58.02800  266.42350  -32.77854  F
594  SWIFT J0536.8-5100   84.20500  -51.00800  258.11402  -32.24393  F
595  MCG -05-14-012   85.88730  -27.65140  232.13815  -26.21497  F
596  2MASX J05440009-4325265   86.00000  -43.42400  249.50623  -30.06010  F
597  2MASX J05442257+5907361   86.09410   59.12670  153.51438   15.04865  F
598  IRAS  05480+5927   88.11687   59.47558  153.68265   16.12650  F
600  PKS 0558-504   89.94740  -50.44770  257.96218  -28.56935  F
601  87GB 055806.0+582925   90.62300   58.48700  155.19300   16.86636  F
602  ESO 121-IG 028   95.94000  -60.97900  270.28146  -26.79164  F
603  ESO 426- G 002   95.94340  -32.21660  239.93605  -19.49735  F
605  UGC 03601  103.95640   40.00020  176.49718   17.82758  F
606  MRK 374  104.90880   54.19663  162.31117   22.85712  F
607  2MASX J07084150-4646024  107.17300  -46.76700  257.46203  -16.64056  F
608  PKS 0707-35  107.30900  -36.02300  247.32743  -12.25867  F
609  2MASX J07094208-1107527  107.42530  -11.13140  224.90615   -1.06107  F
610  SWIFT J0714.7-2521  108.66800  -25.34200  238.10802   -6.53254  F
611  RX J0718.0+4405  109.50240   44.09090  173.75510   23.03037  F
612  SWIFT J073237.6-133109  113.15630  -13.51780  229.64704    2.75648  F
613  SWIFT J0743.0-2543  115.75000  -25.71600  241.48098   -1.08723  F
614  SWIFT J0746.3-1608  116.57450  -16.14030  233.55841    4.35486  F
615  MRK 10  116.87140   60.93350  155.98904   30.21489  F
616  B3 0749+460A  118.18416   45.94927  173.27519   29.42406  F
618  2MASX J07595347+2323241  119.97280   23.39010  198.22962   24.92235  F
619  IC 0486  120.08740   26.61350  194.90247   26.09942  F
620  ESO 209- G 012  120.49170  -49.77670  264.25181  -10.02460  F
621  NVSS J080212+554351  120.55200   55.73100  162.14425   31.94637  F
622  Mrk 1210  121.02440    5.11380  216.69585   18.48135  F
623  KUG 0811+462  123.82029   46.07525  173.75746   33.31789  F
624  2MASX J08181469+0122266  124.56100    1.37400  221.93820   19.87269  F
625  RX J0818.9-2252  124.74100  -22.87700  243.37947    7.37325  F
626  FAIRALL 0272  125.75460   -4.93490  228.36068   17.80250  F
627  1RXS J082623.5-703142  126.59580  -70.52670  284.20658  -18.08772  F
628  FBQS J083225.3+370736  128.10600   37.12700  185.01358   35.30109  F
629  FAIRALL 1146  129.62830  -35.99260  256.58499    3.23013  F
630  3C 206  129.96090  -12.24280  237.17351   17.42966  F
631  2MASX J09023729-4813339  135.65500  -48.22600  268.86858   -1.08412  F
632  NGC 2788A  135.66400  -68.22700  284.17565  -14.15830  F
633  SWIFT J0912.9+5444  138.22500   54.73300  162.28059   42.04539  F
634  Mrk 704  139.60840   16.30530  213.82420   39.72409  F
635  SBS 0915+556  139.80496   55.46529  161.03403   42.75675  F
636  IC 2461  139.99200   37.19100  186.28429   44.71797  F
637  B2 0920+39  140.81000   38.82700  184.00187   45.42060  F
638  PKS 0921-213  140.91200  -21.59600  251.74241   20.01317  F
639  2MASX J09235371-3141305  140.97390  -31.69190  259.49568   13.17146  F
640  MRK 0705  141.51370   12.73430  219.04870   39.99661  F
641  NGC 2885  141.82712   23.02010  206.22821   43.90313  F
642  ESO 565- G 019  143.68150  -21.92781  253.86843   21.68009  F
643  2MASX J09471846+1345207  146.82704   13.75576  220.73993   45.11940  F
644  3C 227  146.93800    7.42240  228.58235   42.28603  F
645  MRK 0124  147.17756   50.49198  166.17457   48.36367  F
646  VII Zw 292  147.44100   73.24000  138.05682   38.07960  F
647  RIXOS F305-011  147.80700   73.31000  137.90562   38.12246  F
648  NGC 3035  147.97930   -6.82290  244.26514   34.88939  F
649  M 81  148.88800   69.06500  142.09220   40.90016  F
650  M 82  148.97000   69.67900  141.40980   40.56780  F
651  NGC 3080  149.98265   13.04382  223.58301   47.58552  F
652  ESO 263- G 013  152.45090  -42.81120  273.97800   10.79291  F
653  ESO 374- G 044  153.33300  -35.98270  270.40371   16.71328  F
654  ARK 241  155.41767   -3.45389  247.29837   42.67746  F
655  SWIFT J1027.8-2455  156.96000  -24.92000  266.09874   27.49565  F
656  2MASS J10315431-1416514  157.97630  -14.28090  259.33345   36.51505  F
657  MCG +12-10-067  161.03558   70.40536  136.94622   43.09253  F
658  UGC 05881  161.67700   25.93100  208.22338   62.14638  F
659  2MASX J10523297+1036205  163.13700   10.60600  237.75558   57.52441  F
660  CGCG 011-012  167.42300   -3.65700  260.42801   50.62349  F
661  MRK 0732  168.45700    9.58600  245.60330   61.05666  F
662  IGR J11187-5438  169.58800  -54.62500  289.63988    5.82662  F
663  SWIFT J111842.3-122551  169.67608  -12.43072  270.32205   44.49020  F
664  ESO 265- G 023  170.20004  -43.26400  285.91039   16.59193  F
665  ARP 151  171.40070   54.38250  147.02884   58.54550  F
666  2MASX J11271632+1909198  171.81780   19.15560  230.89779   69.11139  F
667  PKS 1127-14  172.52940  -14.82430  275.28084   43.63832  F
668  2MASX J11322058+8223433  173.08465   82.39526  126.03695   34.25016  F
669  NGC 3718  173.14520   53.06790  147.01484   60.21676  F
670  UGC 06527 NED03  173.16780   52.95040  147.13635   60.31854  F
671  MRK 0739E  174.12200   21.59600  226.83535   72.07947  F
672  2MASX J11363009+6737042  174.12530   67.61790  133.45304   47.95067  F
673  4U 1137-65  174.89200  -65.25100  295.49858   -3.42169  F
674  NGC 3786  174.92700   31.90900  191.58557   73.70274  F
675  PG 1138+222  175.31734   21.93939  227.13673   73.23799  F
676  KUG 1141+371  176.12400   36.88600  174.16928   72.82023  F
677  PG 1149-110  178.01477  -11.37342  280.47332   48.89176  F
678  MCG -01-30-041  178.15900   -5.20700  277.01260   54.67843  F
679  4C 49.22  178.35190   49.51910  145.54901   64.98325  F
680  NGC 3998  179.48390   55.45360  138.17231   60.06334  F
681  SWIFT J1158.9+4234  179.71900   42.57100  154.25892   71.21528  F
682  ESO 572- G 041  180.13100  -21.32200  287.38863   40.00810  F
683  UGC 07064  181.18057   31.17728  188.49786   79.03395  F
684  B2 1204+34  181.88700   33.87800  174.70913   78.39596  F
685  MRK 0198  182.30880   47.05830  142.75076   68.41282  F
686  KUG 1208+386  182.68400   38.33600  157.64955   75.91806  F
687  SWIFT J121314.7-645231  183.32080  -64.88000  298.89467   -2.30776  F
688  Mrk 1469  184.02953   50.82502  136.38644   65.37058  F
689  NGC 4235  184.29120    7.19160  279.18159   68.46839  F
690  M 106  184.73960   47.30400  138.32026   68.84202  F
691  MRK 0205  185.43330   75.31070  125.44670   41.67219  F
692  4C +04.42  185.59400    4.22110  284.81924   66.06557  F
693  MRK 0050  185.85060    2.67910  286.39349   64.64683  F
694  NGC 4395  186.45380   33.54680  162.09419   81.53305  F
695  SWIFT J1229.1+3751  187.27500   37.85000  145.18992   78.29549  F
696  SWIFT J1232.1+2009  188.01500   20.15800  269.44252   81.73933  F
697  SWIFT J1239.9+0908  189.97500    9.13300  293.77904   71.79941  F
698  ESO 381- G 007  190.19560  -33.57000  300.38809   29.24911  F
699  NGC 4686  191.66610   54.53420  124.43558   62.58011  F
700  GX 304-1  195.32170  -61.60190  304.10294    1.24745  T
701  MRK 0783  195.74500   16.40800  317.52667   78.95131  F
702  2MASX J13032223-1341332  195.84263  -13.69270  307.35897   49.07646  F
703  2MASX J13103701-5626551  197.65400  -56.44900  305.59582    6.32352  F
704  II SZ 010  198.27408  -11.12844  311.46354   51.38417  F
705  UGC 08327 NED02  198.82200   44.40710  108.98366   72.06954  F
706  SWIFT J1319.7-3350  199.96200  -33.72400  309.66978   28.77579  F
707  ESO 509- G 038  202.80792  -25.40278  314.14110   36.60132  F
708  2MASX J13335375-3825469  203.47400  -38.43000  311.99832   23.69314  F
709  NGC 5231  203.95100    2.99900  328.56986   63.64032  F
710  MRK 0268  205.29641   30.37812   52.46691   78.62996  F
711  2MASX J13411287-1438407  205.30377  -14.64461  320.56786   46.51559  F
712  SWIFT J1344.7+1934  206.14700   19.59400    4.01399   75.67791  F
713  UM 614  207.47010    2.07910  334.60036   61.30449  F
714  SWIFT J1351.5-1814  207.87200  -18.23000  322.38098   42.36261  F
715  TOLOLO 00113  208.56400  -37.77600  316.41737   23.44524  F
716  MRK 0464  208.97300   38.57460   77.32812   72.32158  F
717  SWIFT J1356.6-1932  209.15300  -19.52900  323.35825   40.74343  F
718  2MASX J14080674-3023537  212.02821  -30.39828  321.94639   29.62675  F
719  4U 1416-62  215.30300  -62.69800  313.02104   -1.59805  F
720  SBS 1419+480  215.37420   47.79020   88.56589   62.88639  F
721  SWIFT J1427.0+2018  216.75000   20.30000   20.71341   67.13012  F
722  MRK 0817  219.09200   58.79430  100.29974   53.47826  F
723  SWIFT J1438.4-5547  219.61000  -55.79000  317.62730    3.99863  F
724  2MASX J14391186+1415215  219.79950   14.25610   11.22335   61.79515  F
725  SWIFT J1445.6+2702  221.40400   27.03500   39.33203   64.64050  F
726  WKK 4374  222.88810  -55.67730  319.35001    3.31815  F
727  2MASX J14530794+2554327  223.28330   25.90910   37.35089   62.81584  F
728  WKK 4438  223.82300  -51.57100  321.71561    6.72649  F
729  IC 4518A  224.42160  -43.13210  326.11381   13.98507  F
730  SWIFT J1501.1-5334  225.48200  -55.51500  320.72587    2.78289  F
731  MRK 1392  226.48600    3.70700    2.75405   50.26352  F
732  2MASX J15064412+0351444  226.68400    3.86200    3.13739   50.20931  F
733  SWIFT J1508.6-4953  227.15000  -49.88300  324.39453    7.18577  F
734  SWIFT J1509.3+0404  227.32500    4.06700    4.01141   49.84100  F
735  PKS 1510-08  228.21060   -9.10000  351.28926   40.13868  F
736  2MASX J15144217-8123377  228.67510  -81.39390  308.28060  -20.05089  F
737  ESO 328-IG 036 NED01  228.70300  -40.36500  330.40576   14.73631  F
738  NGC 5899  228.76350   42.04990   69.39855   57.21556  F
739  SWIFT J1515.2+1223  228.80230   12.38069   16.43793   53.27804  F
740  NGC 5940  232.82529    7.45775   12.99591   47.35168  F
741  MCG -01-40-001  233.33630   -8.70050  356.27771   36.88560  F
742  SWIFT J1535.9+1431  233.96900   14.51800   23.17187   49.77029  F
743  2MASX J15462424+6929102  236.60138   69.48611  104.28719   40.72217  F
744  NGC 5995  237.10400  -13.75780  354.96051   30.71891  F
745  ABELL 2142  239.56720   27.22460   44.21343   48.70130  F
746  LEDA 100168  241.84900   85.03000  118.58854   30.32235  F
747  SBS 1610+589  242.85287   58.85039   89.92824   43.33001  F
748  WKK 6092  242.96420  -60.63190  325.19624   -6.74439  F
749  1RXS J161637.2-495847  244.15500  -49.97990  333.05427    0.49665  F
750  CGCG 367-009  244.83020   81.04650  114.58383   32.39543  F
751  2MASS J16193220-4944305  244.88420  -49.74180  333.55707    0.33899  F
752  USNO-A2.0 0600-20227091  244.88750  -28.12720  349.11888   15.54262  F
753  SWIFT J1626.6-5156  246.65100  -51.94280  332.77981   -2.00286  T
754  SWIFT J1636.3-5225  249.07500  -52.41700  333.45050   -3.41178  F
755  3C 345  250.74500   39.81030   63.45505   40.94887  F
756  SWIFT J1646.2-0348  251.56100   -3.80600   13.81990   25.53475  F
757  LEDA 214543  252.67810    4.60500   22.60235   28.85512  F
758  UGC 10593  253.07800   55.90553   84.35924   38.71174  F
759  NGC 6221  253.19200  -59.21900  329.73679   -9.57351  F
760  1RXS J165443.5-191620  253.68200  -19.27200    1.50659   15.01496  F
761  1RXS J165605.6-520345  254.02340  -52.06140  335.68811   -5.49237  F
762  AX J1700.2-4220  255.10500  -42.31700  343.80312   -0.02998  F
763  XTE J1701-462  255.24360  -46.18570  340.81335   -2.48837  T
764  SWIFT J179616.4-614240  256.50000  -61.71670  328.69586  -12.37499  F
765  CGCG 198-020  258.11846   35.88400   59.44263   34.68434  F
766  SWIFT J1713.6+4553  258.39300   45.88400   71.62510   35.72895  F
767  ARP 102B  259.81040   48.98040   75.47928   34.94048  F
769  IGR J17354-3255  263.81500  -32.95500  355.41543   -0.25026  F
770  SWIFT J1735.6-5302  263.90000  -53.03300  338.33554  -10.97829  F
771  ESO 139- G 012  264.41283  -59.94072  332.35254  -14.69062  F
772  IGR J17404-3655  265.11100  -36.92700  352.62554   -3.27185  F
773  2E 1739.1-1210  265.47600  -12.19700   13.93166    9.41350  F
774  SWIFT J174437.5-323220  266.15608  -32.53894  356.81436   -1.69717  F
775  SWIFT J1745.2-2304  266.31000  -23.07000    4.96630    3.12724  F
776  NVSS J174729-225245  266.87400  -22.87900    5.39916    2.78192  F
778  SWIFT J174938.1-282117  267.40880  -28.35470    0.95342   -0.45295  T
779  Granat 1747-312  267.69000  -31.29200  358.55559   -2.16790  F
780  2MASXi J1802473-145454  270.69700  -14.91500   14.11410    3.65944  F
781  SWIFT J1803.4+0116  270.84000    1.26000   28.52481   11.26324  F
782  PSR J1811-1925  272.87200  -19.42400   11.18180   -0.34791  F
783  SWIFT J1813.5-6839  273.37500  -68.65000  325.68335  -21.79584  F
784  XTE J1817-330  274.43140  -33.01880  359.81725   -7.99555  T
785  [HB89] 1821+643  275.48880   64.34340   94.00252   27.41687  F
786  IC 4709  276.08080  -56.36920  338.43868  -18.75260  F
787  3C 380  277.38200   48.74600   77.22500   23.50467  F
788  2MASX J18305065+0928414  277.71100    9.47830   39.10186    8.85088  F
789  FAIRALL 0049  279.24290  -59.40240  335.98314  -21.34105  F
790  SS 406  280.19600   -5.68100   26.66353   -0.22823  F
791  AX J1841.0-0535  280.25200   -5.59600   26.76461   -0.23886  F
792  1RXS J184107.2+015024  280.28000    1.84000   33.39472    3.13418  F
793  Fairall 0051  281.22490  -62.36480  333.19906  -23.09078  F
794  AX J1845.0-0433  281.25880   -4.56530   28.13978   -0.65963  F
795  SWIFT J1845.2-3015  281.30400  -30.25400    4.93312  -12.05626  F
796  CGCG 341-006  281.35932   72.18380  103.00424   26.18334  F
797  Ginga 1843+00  281.41250    0.89170   33.06590    1.69433  T
798  AX J1846.4-0258  281.60200   -2.97400   29.71199   -0.23794  F
799  IGR J18490-0000  282.28000   -0.07000   32.60538    0.48381  F
800  [HB91] 1846-786  283.48550  -78.54000  315.77741  -26.66833  F
801  2MASX J18570768-7828212  284.28230  -78.47250  315.86771  -26.82085  F
802  V1082 Sgr  286.84110  -20.78080   15.87527  -12.68305  F
803  1RXS J191928.5-295808  289.86900  -29.96900    8.18255  -18.77580  F
804  ESO 141- G 055  290.30900  -58.67030  338.18343  -26.71126  F
805  [HB89] 1928+738  291.95200   73.96700  105.62574   23.54084  F
807  2MASS J19334715+3254259  293.44830   32.90610   66.79800    6.33920  F
808  SWIFT J1933.8+0345  293.44000    3.75740   41.16176   -7.65364  F
809  2MASX J19373299-0613046  294.38800   -6.21800   32.59068  -13.07411  F
810  V2491 Cyg  295.75820   32.32050   67.22875    4.35312  F
811  SWIFT J194353.0+212119  295.98420   21.30640   57.76354   -1.29465  F
812  PSR B1942-00  296.36800   -0.68200   38.56581  -12.31611  F
813  2MASX J19471938+4449425  296.83070   44.82840   78.64171    9.73369  F
814  SWIFT J1953.1+3521  298.26700   35.34900   70.90351    4.06852  F
816  QSO B2013+370  303.87000   37.18300   74.86641    1.22353  F
817  PKS 2014-55  304.50500  -55.65900  342.25994  -34.17303  F
818  2MASX J20183871+4041003  304.66130   40.68340   78.11459    2.67041  F
819  2MASX J20192128-5540273  304.83900  -55.67400  342.23741  -34.36108  F
821  4C +21.55  308.38350   21.77290   64.38416  -10.77727  F
822  SWIFT J203705.8-415005  309.30000   41.85000   81.09573    0.51768  F
823  RX J2044.0+2833  311.01880   28.55340   71.36027   -8.68331  F
824  [HB89] 2048+312  312.71300   31.45800   74.58523   -8.04450  F
825  SWIFT J2106.2+1402  316.50000   14.03000   62.63885  -21.57902  F
826  2MASX J21174741+5138523  319.44800   51.64830   93.03684    1.62903  F
827  2MASX J21192912+3332566  319.87140   33.54910   80.20960  -11.21585  F
828  2MASX J21202466-3659157  320.10400  -36.98900    6.57529  -44.79599  F
829  3C 433  320.93560   25.07000   74.47650  -17.69458  F
830  V2069 Cyg  320.93700   42.30100   87.12258   -5.68582  F
831  [HB89] 2126-158  322.30100  -15.64500   35.92942  -41.86835  F
832  FAIRALL 0107  323.87290  -62.50200  331.07567  -42.38681  F
833  6dF J2132022-334254  323.00920  -33.71500   11.51099  -46.92290  F
834  2MASX J21344509-2725557  323.68800  -27.43208   20.71458  -46.59503  F
835  1RXS J213623.1-622400  324.09630  -62.40020  331.14257  -42.52321  F
836  CGCG 493-002  324.63900   32.08500   82.06136  -15.08141  F
837  SWIFT J2153.1+0506  328.27200    4.93700   62.70625  -36.31595  F
838  SWIFT J2156.1+4728  329.02500   47.46700   94.86800   -5.62308  F
839  MRK 520  330.17240   10.55240   69.39265  -34.03028  F
840  BL Lac  330.68040   42.27780   92.58961  -10.44115  F
841  [HB89] 2201+315  330.81200   31.76100   85.95680  -18.77838  F
842  ESO 344- G 016  333.67504  -38.80636    3.10154  -55.41998  F
843  MCG +02-57-002  335.93800   11.83600   75.46270  -37.07461  F
844  3C 445  335.95660   -2.10340   61.86630  -46.71393  F
845  87GB 222741.2+663124  337.29990   66.78460  109.55736    7.68135  F
846  [HB89] 2230+114  338.15170   11.73080   77.43789  -38.58250  F
847  MRK 0915  339.19380  -12.54520   51.05792  -55.29398  F
848  SWIFT J223703.9+632338  339.15530   63.49179  108.54803    4.45003  F
850  MG3 J225155+2217  342.97290   22.29370   89.68987  -32.74996  F
851  AO Psc  343.82490   -3.17790   68.67199  -53.34282  F
852  UGC 12282  344.73120   40.93150  101.05146  -17.11122  F
853  KAZ 320  344.88710   24.91820   93.04647  -31.38106  F
854  PG 2304+042  346.76213    4.54923   80.44644  -49.51424  F
855  NGC 7603  349.73590    0.24400   80.06758  -54.73963  F
856  SWIFT J231930.4+261517  349.87650   26.25479   98.48212  -32.21543  F
859  LCRS B232242.2-384320  351.35080  -38.44700  355.33164  -68.75052  F
860  2MASX J23255427+2153142  351.47600   21.88700   97.93831  -36.79890  F
861  PKS 2325+093  351.89000    9.66900   91.14220  -47.95804  F
862  SWIFT J2327.6+0629  351.91000    6.49000   88.78119  -50.74073  F
865  UGC 12741  355.48110   30.58180  105.66869  -29.94905  F
866  SWIFT J2342.8-2353  355.71000  -23.88000   40.98006  -74.19848  F
867  MCG -07-48-021  356.68317  -38.58928  348.59023  -72.27310  F
868  NGC 4619  190.43558   35.06283  136.97719   81.79932  F
870  AP Lib  229.42422  -24.37208  340.68063   27.57803  F
871  2MASX J05471492+5038251   86.81208   50.64038  161.36475   11.33438  F
872  2QZ J031108.2-314134   47.78396  -31.69319  229.98935  -59.36709  F
874  in  LCDCS 0108  159.20000  -11.26610  258.06445   39.59971  F
878  1RXS J075813.2+835637  119.55500   83.94360  129.54870   28.71250  F
879  4C +27.14   74.98373   27.10070  175.82759   -9.36401  F
881  NGC 7130  327.08125  -34.95131    9.94333  -50.35237  F
882  NGC 3764  174.22542   17.88944  237.31130   70.49786  F
883  in M31   10.56470   41.16180  121.07298  -21.67682  F
884  [HB89] 0014+813    4.28531   81.58559  121.61135   18.80192  F
887  NGC 5273  205.53474   35.65421   74.35002   76.24587  F
891  2MASX J07521780+1935423  118.07433   19.59508  201.38430   21.89857  F
892  2MASX J16052330-7253565  241.34700  -72.89903  316.12226  -15.21067  F
894  MCG -03-04-072   22.02799  -18.80860  170.23211  -78.15679  F
895  CGCG 031-072  123.60550    4.34244  218.66822   20.41870  F
897  SWIFT J2158.8-4332  329.71040  -43.53670  356.05924  -51.70219  F
900  PG 1222+216  186.22691   21.37955  255.07338   81.65979  F
901  CGCG 150-014  130.00986   29.81740  194.18587   35.38678  F
902  MCG +11-11-032  133.80233   64.39594  150.78992   37.51477  F
903  1WGA J0206.7-7427   31.69040  -74.46260  296.28427  -41.67916  F
904  SWIFT J0710.5-2414  107.63150  -24.23240  236.68337   -6.87121  F
905  ABELL 3571  206.87060  -32.86580  316.31730   28.54506  F
906  SWIFT J2358.4+3339  359.57763   33.61428  110.42159  -27.96357  F
907  PKS 0442-28   71.15708  -28.16514  228.49087  -38.86935  F
908  MRK 0876  243.48825   65.71933   98.26931   40.37580  F
909  IGR J17461-2853  266.52500  -28.88200    0.10094   -0.06149  F
910  IGR J17475-2822  266.80000  -28.44300    0.60142   -0.03980  F
2000  XXX J0027.6-0142    6.90800   -1.70200  109.28573  -63.94122  F
2001  XXX J0044.1+5019   11.03900   50.32300  121.74137  -12.53192  F
2003  XXX J0428.6+6526   67.15400   65.44800  143.07063   11.47437  F
2004  XXX J0713.0+2659  108.27200   27.00000  190.52562   16.36834  F
2005  XXX J1012.0-7430  153.02100  -74.50600  292.73243  -14.88360  F
2006  XXX J1207.4-1504  181.86200  -15.07200  287.41907   46.47049  F
2007  XXX J1234.4-0131  188.61900   -1.52400  294.14591   61.05807  F
2008  XXX J1241.5+1205  190.39800   12.09900  293.71878   74.79435  F
2009  XXX J1332.3+4507  203.09800   45.12400  101.16425   70.23375  F
2010  XXX J1808.7+5705  272.19900   57.08500   85.64346   28.18054  F
2011  XXX J1915.6-0047  288.91700   -0.79200   34.99462   -5.75135  F
2012  XXX J2035.4-7007  308.87200  -70.12500  324.60048  -34.16102  F
2013  XXX J2150.5-2029  327.64500  -20.49100   32.01384  -48.32332  F
2014  XXX J0413.3-2030   63.34600  -20.50200  216.09727  -43.63804  F
2015  XXX J2215.9+6106  333.99100   61.10300  105.24126    3.68999  F
5001  ESO 317- G 038  157.44004  -38.34856  274.61715   16.61196  F
5002  [HB89] 2349-014  357.98386   -1.15371   91.66475  -60.36200  F
5003  SWIFT J0110.5-3731   17.62208  -37.51585  282.99454  -78.86449  F
5004  2MASX J23272195+1524375  351.84152   15.41036   94.80537  -42.82318  F
5005  SWIFT J2323.5+1127  350.87749   11.45642   91.11028  -45.91231  F
5006  SWIFT J0017.4-8151    4.35394  -81.84546  304.40283  -35.18540  F
5007  2MASX J23203662+6430452  350.15259   64.51250  113.35382    3.34317  F
5008  [CSC85] 2251.6+1145  343.53292   11.71639   82.85514  -41.84880  F
5009  SWIFT J0021.8+2541    5.51288   25.66697  114.66360  -36.73254  F
5010  SWIFT J2250.3-6215  342.58667  -62.24297  324.16781  -49.59487  F
5011  MCG +01-57-016  340.07104    8.05391   76.17292  -42.60392  F
5012  MCG -07-03-007   16.36175  -42.21619  293.09526  -74.64343  F
5013  V2301 Oph  270.14584    8.17028   34.54238   14.99184  F
5014  RX J2224.4+0821  336.11381    8.35321   72.59621  -39.74247  F
5015  IC 1657   18.52925  -32.65089  262.64109  -82.60942  F
5016  2MASX J02141794+5144520   33.57471   51.74777  135.74435   -9.05077  F
5017  2MASX J22041914+0333511  331.07990    3.56393   63.62326  -39.34938  F
5018  87GB 215950.2+503417  330.43140   50.81566   97.64978   -3.53246  F
5019  [HB89] 2227-088  337.41702   -8.54845   55.22193  -51.70188  F
5020  PKS 2145+06  327.02274    6.96072   63.65601  -34.07163  F
5021  SWIFT J0448.0-6449   71.99075  -64.81076  275.56545  -37.37062  F
5022  RX J2145.5+1102  326.38665   11.04868   66.86481  -30.94309  F
5023  SWIFT J051722.1+013327   79.30557    1.59639  200.20598  -20.04808  F
5024  NGC 4939  196.05995  -10.33961  308.09691   52.40371  F
5025  MRK 0344    9.63387   23.61331  119.11928  -39.16291  F
5027  SWIFT J0040.3-0647   10.06871   -6.77544  115.00567  -69.47522  F
5028  ESO 499- G 041  151.48071  -23.05694  260.41531   25.84109  F
5029  2MASX J21090996-0940147  317.29153   -9.67075   40.26653  -34.93680  F
